文本内容,识别结果,风险原因
3775,通过,NA
3776,通过,NA
3777,通过,NA
3778,通过,NA
3779,通过,NA
3780,嫌疑,500
3781,通过,NA
3782,通过,NA
3783,通过,NA
3784,通过,NA
3785,通过,NA
3786,通过,NA
3787,通过,NA
3788,通过,NA
3789,通过,NA
3790,通过,NA
3791,通过,NA
3792,嫌疑,500
3793,通过,NA
3794,通过,NA
3795,通过,NA
3796,嫌疑,500
3797,通过,NA
3798,嫌疑,500
3799,通过,NA
3800,通过,NA
3801,嫌疑,500
3802,嫌疑,400
3803,通过,NA
3804,通过,NA
3805,通过,NA
3806,通过,NA
3807,通过,NA
3808,嫌疑,500
3809,通过,NA
3810,通过,NA
3811,通过,NA
3812,嫌疑,100
3813,通过,NA
3814,通过,NA
3815,通过,NA
3816,通过,NA
3817,通过,NA
3818,通过,NA
3819,通过,NA
3820,嫌疑,500
3821,嫌疑,500
3822,通过,NA
3823,通过,NA
3824,通过,NA
3825,通过,NA
3826,通过,NA
3827,通过,NA
3828,通过,NA
3829,通过,NA
3830,嫌疑,400
3831,通过,NA
3832,通过,NA
3833,通过,NA
3834,通过,NA
3835,通过,NA
3836,通过,NA
3837,嫌疑,500
3838,通过,NA
3839,嫌疑,400
3840,嫌疑,500
3841,通过,NA
3842,通过,NA
3843,通过,NA
3844,通过,NA
3845,通过,NA
3846,通过,NA
3847,通过,NA
3848,通过,NA
3849,通过,NA
3850,通过,NA
3851,通过,NA
3852,通过,NA
3853,通过,NA
3854,通过,NA
3855,通过,NA
3856,通过,NA
3857,通过,NA
3858,拒绝,100
3859,通过,NA
3860,通过,NA
3861,嫌疑,600
3862,通过,NA
3863,通过,NA
3864,嫌疑,500
3865,通过,NA
3866,通过,NA
3867,嫌疑,500
3868,通过,NA
3869,通过,NA
3870,拒绝,100
3871,通过,NA
3872,通过,NA
3873,嫌疑,500
3874,通过,NA
3875,通过,NA
3876,嫌疑,500
3877,通过,NA
3878,通过,NA
3879,通过,NA
3880,嫌疑,500
3881,通过,NA
3882,通过,NA
3883,通过,NA
3884,嫌疑,400
3885,通过,NA
3886,通过,NA
3887,通过,NA
3888,通过,NA
3889,通过,NA
3890,通过,NA
3891,嫌疑,100
3892,通过,NA
3893,通过,NA
3894,通过,NA
3895,通过,NA
3896,通过,NA
3897,通过,NA
3898,通过,NA
3899,通过,NA
3900,嫌疑,500
3901,通过,NA
3902,嫌疑,500
3903,通过,NA
3904,通过,NA
3905,嫌疑,500
3906,通过,NA
3907,通过,NA
3908,通过,NA
3909,通过,NA
3910,通过,NA
3911,通过,NA
3912,通过,NA
3913,通过,NA
3914,通过,NA
3915,嫌疑,500
3916,通过,NA
3917,通过,NA
3918,通过,NA
3919,嫌疑,500
3920,通过,NA
3921,嫌疑,400
3922,通过,NA
3923,通过,NA
3924,嫌疑,500
3925,通过,NA
3926,通过,NA
3927,通过,NA
3928,通过,NA
3929,通过,NA
3930,通过,NA
3931,通过,NA
3932,嫌疑,500
3933,通过,NA
3934,通过,NA
3935,通过,NA
3936,通过,NA
3937,嫌疑,500
3938,通过,NA
3939,嫌疑,500
3940,通过,NA
3941,通过,NA
3942,通过,NA
3943,通过,NA
3944,通过,NA
3945,通过,NA
3946,嫌疑,500
3947,通过,NA
3948,通过,NA
3949,通过,NA
3950,通过,NA
3951,通过,NA
3952,嫌疑,500
3953,嫌疑,500
3954,通过,NA
3955,通过,NA
3956,通过,NA
3957,通过,NA
3958,嫌疑,500
3959,通过,NA
3960,通过,NA
3961,通过,NA
3962,通过,NA
3963,通过,NA
3964,通过,NA
3965,通过,NA
3966,通过,NA
3967,通过,NA
3968,通过,NA
3969,嫌疑,200
3970,嫌疑,100
3971,通过,NA
3972,嫌疑,500
3973,嫌疑,500
3974,嫌疑,200
3975,嫌疑,100
3976,通过,NA
3977,通过,NA
3978,通过,NA
3979,通过,NA
3980,通过,NA
3981,通过,NA
3982,通过,NA
3983,通过,NA
3984,通过,NA
3985,通过,NA
3986,通过,NA
3987,通过,NA
3988,通过,NA
3989,通过,NA
3990,嫌疑,500
3991,嫌疑,500
3992,通过,NA
3993,通过,NA
3994,通过,NA
3995,通过,NA
3996,嫌疑,500
3997,通过,NA
3998,通过,NA
3999,通过,NA
4000,通过,NA
4001,通过,NA
4002,通过,NA
4003,拒绝,600
4004,通过,NA
4005,嫌疑,500
4006,通过,NA
4007,通过,NA
4008,通过,NA
4009,通过,NA
4010,通过,NA
4011,通过,NA
4012,通过,NA
4013,通过,NA
4014,嫌疑,500
4015,通过,NA
4016,通过,NA
4017,通过,NA
4018,嫌疑,500
4019,通过,NA
4020,通过,NA
4021,通过,NA
4022,通过,NA
4023,通过,NA
4024,嫌疑,500
4025,拒绝,100
4026,通过,NA
4027,通过,NA
4028,通过,NA
4029,通过,NA
4030,通过,NA
4031,通过,NA
4032,通过,NA
4033,通过,NA
4034,通过,NA
4035,拒绝,500
4036,通过,NA
4037,通过,NA
4038,通过,NA
4039,嫌疑,500
4040,通过,NA
4041,通过,NA
4042,通过,NA
4043,通过,NA
4044,通过,NA
4045,通过,NA
4046,嫌疑,500
4047,通过,NA
4048,通过,NA
4049,通过,NA
4050,嫌疑,500
4051,通过,NA
4052,通过,NA
4053,通过,NA
4054,通过,NA
4055,通过,NA
4056,通过,NA
4057,嫌疑,500
4058,通过,NA
4059,通过,NA
4060,通过,NA
4061,通过,NA
4062,通过,NA
4063,通过,NA
4064,通过,NA
4065,通过,NA
4066,通过,NA
4067,通过,NA
4068,通过,NA
4069,通过,NA
4070,通过,NA
4071,通过,NA
4072,通过,NA
4073,嫌疑,500
4074,通过,NA
4075,通过,NA
4076,通过,NA
4077,通过,NA
4078,通过,NA
4079,通过,NA
4080,通过,NA
4081,嫌疑,500
4082,通过,NA
4083,嫌疑,500
4084,通过,NA
4085,通过,NA
4086,拒绝,500
4087,嫌疑,500
4088,通过,NA
4089,拒绝,100
4090,嫌疑,400
4091,通过,NA
4092,通过,NA
4093,通过,NA
4094,通过,NA
4095,通过,NA
4096,通过,NA
4097,通过,NA
4098,嫌疑,500
4099,通过,NA
4100,拒绝,500
4101,拒绝,500
4102,通过,NA
4103,通过,NA
4104,通过,NA
4105,通过,NA
4106,通过,NA
4107,通过,NA
4108,通过,NA
4109,通过,NA
4110,嫌疑,400
4111,通过,NA
4112,通过,NA
4113,通过,NA
4114,嫌疑,500
4115,通过,NA
4116,嫌疑,500
4117,通过,NA
4118,通过,NA
4119,嫌疑,500
4120,通过,NA
4121,通过,NA
4122,通过,NA
4123,通过,NA
4124,通过,NA
4125,通过,NA
4126,通过,NA
4127,通过,NA
4128,拒绝,400
4129,通过,NA
4130,通过,NA
4131,通过,NA
4132,通过,NA
4133,通过,NA
4134,嫌疑,500
4135,拒绝,200
4136,通过,NA
4137,通过,NA
4138,通过,NA
4139,通过,NA
4140,通过,NA
4141,通过,NA
4142,嫌疑,500
4143,通过,NA
4144,通过,NA
4145,通过,NA
4146,通过,NA
4147,通过,NA
4148,通过,NA
4149,通过,NA
4150,通过,NA
4151,通过,NA
4152,通过,NA
4153,嫌疑,500
4154,通过,NA
4155,通过,NA
4156,通过,NA
4157,嫌疑,500
4158,通过,NA
4159,拒绝,500
4160,通过,NA
4161,通过,NA
4162,通过,NA
4163,通过,NA
4164,通过,NA
4165,通过,NA
4166,通过,NA
4167,通过,NA
4168,通过,NA
4169,通过,NA
4170,通过,NA
4171,通过,NA
4172,通过,NA
4173,通过,NA
4174,通过,NA
4175,通过,NA
4176,拒绝,200
4177,通过,NA
4178,通过,NA
4179,拒绝,100
4180,拒绝,200
4181,通过,NA
4182,通过,NA
4183,通过,NA
4184,通过,NA
4185,通过,NA
4186,通过,NA
4187,通过,NA
4188,通过,NA
4189,通过,NA
4190,嫌疑,500
4191,通过,NA
4192,通过,NA
4193,通过,NA
4194,通过,NA
4195,通过,NA
4196,通过,NA
4197,通过,NA
4198,嫌疑,500
4199,通过,NA
4200,通过,NA
4201,通过,NA
4202,嫌疑,500
4203,通过,NA
4204,通过,NA
4205,通过,NA
4206,通过,NA
4207,通过,NA
4208,通过,NA
4209,通过,NA
4210,通过,NA
4211,通过,NA
4212,通过,NA
4213,通过,NA
4214,通过,NA
4215,通过,NA
4216,通过,NA
4217,通过,NA
4218,通过,NA
4219,通过,NA
4220,通过,NA
4221,通过,NA
4222,通过,NA
4223,通过,NA
4224,通过,NA
4225,通过,NA
4226,通过,NA
4227,通过,NA
4228,通过,NA
4229,通过,NA
4230,通过,NA
4231,通过,NA
4232,通过,NA
4233,通过,NA
4234,通过,NA
4235,通过,NA
4236,通过,NA
4237,嫌疑,500
4238,嫌疑,500
4239,通过,NA
4240,嫌疑,500
4241,通过,NA
4242,通过,NA
4243,通过,NA
4244,嫌疑,500
4245,嫌疑,500
4246,通过,NA
4247,通过,NA
4248,嫌疑,500
4249,通过,NA
4250,通过,NA
4251,通过,NA
4252,通过,NA
4253,拒绝,500
4254,通过,NA
4255,嫌疑,500
4256,通过,NA
4257,通过,NA
4258,嫌疑,500
4259,通过,NA
4260,通过,NA
4261,通过,NA
4262,嫌疑,200
4263,通过,NA
4264,通过,NA
4265,嫌疑,500
4266,通过,NA
4267,通过,NA
4268,通过,NA
4269,通过,NA
4270,通过,NA
4271,通过,NA
4272,通过,NA
4273,嫌疑,500
4274,嫌疑,500
4275,通过,NA
4276,通过,NA
4277,通过,NA
4278,嫌疑,500
4279,通过,NA
4280,通过,NA
4281,通过,NA
4282,通过,NA
4283,通过,NA
4284,通过,NA
4285,通过,NA
4286,通过,NA
4287,通过,NA
4288,通过,NA
4289,通过,NA
4290,通过,NA
4291,嫌疑,100
4292,嫌疑,500
4293,通过,NA
4294,通过,NA
4295,通过,NA
4296,通过,NA
4297,通过,NA
4298,通过,NA
4299,嫌疑,500
4300,嫌疑,500
4301,通过,NA
4302,通过,NA
4303,通过,NA
4304,嫌疑,500
4305,通过,NA
4306,通过,NA
4307,通过,NA
4308,通过,NA
4309,通过,NA
4310,通过,NA
4311,嫌疑,500
4312,嫌疑,500
4313,嫌疑,500
4314,通过,NA
4315,通过,NA
4316,通过,NA
4317,通过,NA
4318,通过,NA
4319,通过,NA
4320,通过,NA
4321,通过,NA
4322,通过,NA
4323,通过,NA
4324,通过,NA
4325,通过,NA
4326,通过,NA
4327,通过,NA
4328,通过,NA
4329,嫌疑,500
4330,通过,NA
4331,通过,NA
4332,通过,NA
4333,通过,NA
4334,通过,NA
4335,通过,NA
4336,通过,NA
4337,通过,NA
4338,通过,NA
4339,通过,NA
4340,通过,NA
4341,通过,NA
4342,通过,NA
4343,拒绝,500
4344,通过,NA
4345,通过,NA
4346,通过,NA
4347,通过,NA
4348,通过,NA
4349,通过,NA
4350,嫌疑,500
4351,通过,NA
4352,通过,NA
4353,通过,NA
4354,通过,NA
4355,通过,NA
4356,通过,NA
4357,嫌疑,500
4358,通过,NA
4359,通过,NA
4360,通过,NA
4361,通过,NA
4362,通过,NA
4363,通过,NA
4364,通过,NA
4365,通过,NA
4366,通过,NA
4367,嫌疑,500
4368,通过,NA
4369,通过,NA
4370,通过,NA
4371,通过,NA
4372,通过,NA
4373,通过,NA
4374,通过,NA
4375,通过,NA
4376,嫌疑,500
4377,通过,NA
4378,嫌疑,100
4379,通过,NA
4380,通过,NA
4381,通过,NA
4382,通过,NA
4383,通过,NA
4384,通过,NA
4385,通过,NA
4386,通过,NA
4387,通过,NA
4388,嫌疑,500
4389,嫌疑,500
4390,通过,NA
4391,通过,NA
4392,通过,NA
4393,嫌疑,500
4394,通过,NA
4395,通过,NA
4396,通过,NA
4397,通过,NA
4398,通过,NA
4399,通过,NA
4400,通过,NA
4401,通过,NA
4402,通过,NA
4403,通过,NA
4404,通过,NA
4405,通过,NA
4406,通过,NA
4407,嫌疑,200
4408,通过,NA
4409,通过,NA
4410,嫌疑,500
4411,通过,NA
4412,通过,NA
4413,嫌疑,500
4414,通过,NA
4415,嫌疑,500
4416,嫌疑,500
4417,通过,NA
4418,通过,NA
4419,通过,NA
4420,嫌疑,500
4421,通过,NA
4422,嫌疑,500
4423,通过,NA
4424,通过,NA
4425,嫌疑,100
4426,通过,NA
4427,通过,NA
4428,通过,NA
4429,通过,NA
4430,通过,NA
4431,通过,NA
4432,通过,NA
4433,通过,NA
4434,通过,NA
4435,通过,NA
4436,通过,NA
4437,通过,NA
4438,嫌疑,500
4439,嫌疑,500
4440,通过,NA
4441,通过,NA
4442,通过,NA
4443,通过,NA
4444,通过,NA
4445,通过,NA
4446,通过,NA
4447,通过,NA
4448,通过,NA
4449,拒绝,100
4450,通过,NA
4451,通过,NA
4452,嫌疑,200
4453,通过,NA
4454,通过,NA
4455,通过,NA
4456,通过,NA
4457,通过,NA
4458,通过,NA
4459,通过,NA
4460,通过,NA
4461,通过,NA
4462,通过,NA
4463,通过,NA
4464,通过,NA
4465,通过,NA
4466,通过,NA
4467,通过,NA
4468,嫌疑,500
4469,通过,NA
4470,通过,NA
4471,嫌疑,500
4472,通过,NA
4473,嫌疑,500
4474,通过,NA
4475,通过,NA
4476,通过,NA
4477,通过,NA
4478,嫌疑,500
4479,通过,NA
4480,通过,NA
4481,通过,NA
4482,通过,NA
4483,嫌疑,100
4484,嫌疑,500
4485,嫌疑,500
4486,通过,NA
4487,嫌疑,500
4488,通过,NA
4489,嫌疑,200
4490,通过,NA
4491,嫌疑,500
4492,通过,NA
4493,嫌疑,500
4494,通过,NA
4495,通过,NA
4496,通过,NA
4497,通过,NA
4498,通过,NA
4499,通过,NA
4500,通过,NA
4501,通过,NA
4502,嫌疑,500
4503,通过,NA
4504,通过,NA
4505,通过,NA
4506,通过,NA
4507,通过,NA
4508,通过,NA
4509,通过,NA
4510,通过,NA
4511,通过,NA
4512,嫌疑,200
4513,通过,NA
4514,通过,NA
4515,嫌疑,500
4516,通过,NA
4517,嫌疑,500
4518,通过,NA
4519,嫌疑,500
4520,通过,NA
4521,通过,NA
4522,通过,NA
4523,通过,NA
4524,通过,NA
4525,通过,NA
4526,嫌疑,500
4527,拒绝,500
4528,通过,NA
4529,嫌疑,500
4530,嫌疑,500
4531,通过,NA
4532,通过,NA
4533,通过,NA
4534,通过,NA
4535,通过,NA
4536,通过,NA
4537,通过,NA
4538,通过,NA
4539,通过,NA
4540,通过,NA
4541,通过,NA
4542,通过,NA
4543,嫌疑,500
4544,嫌疑,500
4545,通过,NA
4546,通过,NA
4547,通过,NA
4548,通过,NA
4549,通过,NA
4550,嫌疑,500
4551,通过,NA
4552,通过,NA
4553,通过,NA
4554,通过,NA
4555,通过,NA
4556,通过,NA
4557,通过,NA
4558,通过,NA
4559,通过,NA
4560,通过,NA
4561,通过,NA
4562,通过,NA
4563,拒绝,200
4564,通过,NA
4565,通过,NA
4566,通过,NA
4567,通过,NA
4568,嫌疑,500
4569,通过,NA
4570,通过,NA
4571,嫌疑,500
4572,通过,NA
4573,通过,NA
4574,拒绝,500
4575,通过,NA
4576,通过,NA
4577,嫌疑,500
4578,嫌疑,500
4579,通过,NA
4580,通过,NA
4581,通过,NA
4582,通过,NA
4583,通过,NA
4584,通过,NA
4585,拒绝,200
4586,通过,NA
4587,通过,NA
4588,通过,NA
4589,通过,NA
4590,通过,NA
4591,通过,NA
4592,通过,NA
4593,通过,NA
4594,嫌疑,500
4595,通过,NA
4596,通过,NA
4597,通过,NA
4598,嫌疑,500
4599,嫌疑,500
4600,通过,NA
4601,通过,NA
4602,通过,NA
4603,通过,NA
4604,通过,NA
4605,通过,NA
4606,嫌疑,500
4607,嫌疑,500
4608,通过,NA
4609,通过,NA
4610,通过,NA
4611,通过,NA
4612,通过,NA
4613,通过,NA
4614,通过,NA
4615,通过,NA
4616,嫌疑,500
4617,通过,NA
4618,嫌疑,500
4619,通过,NA
4620,通过,NA
4621,嫌疑,500
4622,通过,NA
4623,嫌疑,500
4624,通过,NA
4625,通过,NA
4626,通过,NA
4627,通过,NA
4628,通过,NA
4629,通过,NA
4630,嫌疑,500
4631,通过,NA
4632,通过,NA
4633,通过,NA
4634,通过,NA
4635,嫌疑,500
4636,通过,NA
4637,通过,NA
4638,通过,NA
4639,通过,NA
4640,通过,NA
4641,通过,NA
4642,通过,NA
4643,通过,NA
4644,通过,NA
4645,通过,NA
4646,通过,NA
4647,通过,NA
4648,嫌疑,500
4649,通过,NA
4650,拒绝,500
4651,通过,NA
4652,通过,NA
4653,通过,NA
4654,通过,NA
4655,通过,NA
4656,通过,NA
4657,嫌疑,400
4658,嫌疑,500
4659,通过,NA
4660,通过,NA
4661,嫌疑,500
4662,通过,NA
4663,通过,NA
4664,通过,NA
4665,通过,NA
4666,嫌疑,500
4667,通过,NA
4668,嫌疑,500
4669,嫌疑,500
4670,通过,NA
4671,嫌疑,500
4672,嫌疑,500
4673,通过,NA
4674,通过,NA
4675,通过,NA
4676,嫌疑,500
4677,通过,NA
4678,通过,NA
4679,嫌疑,500
4680,通过,NA
4681,通过,NA
4682,拒绝,100
4683,通过,NA
4684,通过,NA
4685,通过,NA
4686,通过,NA
4687,通过,NA
4688,通过,NA
4689,通过,NA
4690,通过,NA
4691,通过,NA
4692,嫌疑,500
4693,通过,NA
4694,拒绝,200
4695,通过,NA
4696,嫌疑,500
4697,通过,NA
4698,通过,NA
4699,嫌疑,500
4700,通过,NA
4701,嫌疑,400
4702,通过,NA
4703,通过,NA
4704,通过,NA
4705,通过,NA
4706,通过,NA
4707,通过,NA
4708,通过,NA
4709,嫌疑,500
4710,通过,NA
4711,拒绝,200
4712,嫌疑,500
4713,拒绝,100
4714,通过,NA
4715,通过,NA
4716,嫌疑,400
4717,嫌疑,200
4718,通过,NA
4719,通过,NA
4720,通过,NA
4721,通过,NA
4722,通过,NA
4723,通过,NA
4724,通过,NA
4725,通过,NA
4726,通过,NA
4727,通过,NA
4728,通过,NA
4729,嫌疑,500
4730,通过,NA
4731,嫌疑,500
4732,通过,NA
4733,通过,NA
4734,通过,NA
4735,嫌疑,500
4736,嫌疑,500
4737,通过,NA
4738,通过,NA
4739,嫌疑,500
4740,通过,NA
4741,通过,NA
4742,拒绝,500
4743,通过,NA
4744,通过,NA
4745,通过,NA
4746,通过,NA
4747,通过,NA
4748,通过,NA
4749,通过,NA
4750,通过,NA
4751,通过,NA
4752,通过,NA
4753,通过,NA
4754,通过,NA
4755,通过,NA
4756,通过,NA
4757,通过,NA
4758,拒绝,500
4759,通过,NA
4760,通过,NA
4761,嫌疑,500
4762,通过,NA
4763,通过,NA
4764,通过,NA
4765,通过,NA
4766,通过,NA
4767,通过,NA
4768,通过,NA
4769,通过,NA
4770,嫌疑,500
4771,嫌疑,500
4772,通过,NA
4773,通过,NA
4774,通过,NA
4775,通过,NA
4776,嫌疑,500
4777,嫌疑,500
4778,通过,NA
4779,通过,NA
4780,通过,NA
4781,通过,NA
4782,通过,NA
4783,通过,NA
4784,通过,NA
4785,通过,NA
4786,通过,NA
4787,通过,NA
4788,嫌疑,500
4789,通过,NA
4790,嫌疑,500
4791,通过,NA
4792,拒绝,400
4793,嫌疑,500
4794,通过,NA
4795,通过,NA
4796,通过,NA
4797,通过,NA
4798,通过,NA
4799,通过,NA
4800,通过,NA
4801,通过,NA
4802,通过,NA
4803,嫌疑,500
4804,通过,NA
4805,拒绝,100
4806,通过,NA
4807,通过,NA
4808,通过,NA
4809,通过,NA
4810,通过,NA
4811,嫌疑,500
4812,通过,NA
4813,嫌疑,400
4814,嫌疑,100
4815,通过,NA
4816,通过,NA
4817,通过,NA
4818,通过,NA
4819,通过,NA
4820,通过,NA
4821,通过,NA
4822,通过,NA
4823,通过,NA
4824,通过,NA
4825,通过,NA
4826,通过,NA
4827,通过,NA
4828,通过,NA
4829,通过,NA
4830,通过,NA
4831,通过,NA
4832,通过,NA
4833,通过,NA
4834,通过,NA
4835,通过,NA
4836,通过,NA
4837,通过,NA
4838,通过,NA
4839,通过,NA
4840,通过,NA
4841,嫌疑,500
4842,通过,NA
4843,通过,NA
4844,嫌疑,500
4845,通过,NA
4846,嫌疑,400
4847,拒绝,500
4848,通过,NA
4849,通过,NA
4850,通过,NA
4851,通过,NA
4852,通过,NA
4853,通过,NA
4854,通过,NA
4855,通过,NA
4856,通过,NA
4857,通过,NA
4858,通过,NA
4859,通过,NA
4860,通过,NA
4861,通过,NA
4862,通过,NA
4863,通过,NA
4864,通过,NA
4865,通过,NA
4866,通过,NA
4867,通过,NA
4868,通过,NA
4869,通过,NA
4870,嫌疑,500
4871,嫌疑,500
4872,通过,NA
4873,嫌疑,200
4874,通过,NA
4875,通过,NA
4876,通过,NA
4877,通过,NA
4878,通过,NA
4879,拒绝,200
4880,通过,NA
4881,嫌疑,500
4882,嫌疑,500
4883,通过,NA
4884,嫌疑,500
4885,通过,NA
4886,通过,NA
4887,通过,NA
4888,通过,NA
4889,嫌疑,400
4890,通过,NA
4891,嫌疑,500
4892,通过,NA
4893,通过,NA
4894,通过,NA
4895,通过,NA
4896,嫌疑,500
4897,通过,NA
4898,通过,NA
4899,通过,NA
4900,通过,NA
4901,通过,NA
4902,通过,NA
4903,通过,NA
4904,通过,NA
4905,通过,NA
4906,嫌疑,500
4907,通过,NA
4908,通过,NA
4909,通过,NA
4910,拒绝,500
4911,通过,NA
4912,通过,NA
4913,通过,NA
4914,通过,NA
4915,通过,NA
4916,通过,NA
4917,通过,NA
4918,通过,NA
4919,通过,NA
4920,通过,NA
4921,嫌疑,100
4922,通过,NA
4923,通过,NA
4924,通过,NA
4925,通过,NA
4926,通过,NA
4927,通过,NA
4928,嫌疑,500
4929,通过,NA
4930,通过,NA
4931,通过,NA
4932,通过,NA
4933,通过,NA
4934,通过,NA
4935,拒绝,500
4936,拒绝,200
4937,嫌疑,500
4938,通过,NA
4939,通过,NA
4940,通过,NA
4941,通过,NA
4942,通过,NA
4943,通过,NA
4944,通过,NA
4945,嫌疑,500
4946,通过,NA
4947,嫌疑,500
4948,通过,NA
4949,通过,NA
4950,嫌疑,500
4951,通过,NA
4952,嫌疑,200
4953,通过,NA
4954,通过,NA
4955,通过,NA
4956,嫌疑,200
4957,通过,NA
4958,嫌疑,500
4959,通过,NA
4960,通过,NA
4961,通过,NA
4962,通过,NA
4963,通过,NA
4964,通过,NA
4965,通过,NA
4966,通过,NA
4967,嫌疑,500
4968,通过,NA
4969,通过,NA
4970,嫌疑,500
4971,通过,NA
4972,通过,NA
4973,通过,NA
4974,通过,NA
4975,通过,NA
4976,通过,NA
4977,通过,NA
4978,通过,NA
4979,通过,NA
4980,嫌疑,500
4981,通过,NA
4982,通过,NA
4983,通过,NA
4984,通过,NA
4985,嫌疑,500
4986,嫌疑,500
4987,通过,NA
4988,通过,NA
4989,通过,NA
4990,通过,NA
4991,通过,NA
4992,嫌疑,500
4993,通过,NA
4994,嫌疑,500
4995,通过,NA
4996,通过,NA
4997,通过,NA
4998,嫌疑,500
4999,通过,NA
